word,offset,length
洗,689380,7
侮辱,689387,12
群英会,689399,4
USAFilm,689403,238
亢奋,689641,11
kathyBates,689652,3
Liv,689655,8
弗莱德,689663,3
当如,689666,16
安娜,689682,50
祸水,689732,9
同学,689741,177
dora,689918,3
慢慢来,689921,3
从未,689924,22
CharlotteGAINSBOURG,689946,3
vs,689949,70
陈秀珠,690019,6
雨里,690025,3
MadelineCarroll,690028,4
痴头,690032,3
女神,690035,129
刑求,690164,4
人民大会堂,690168,12
mutants,690180,3
1963,690183,9
做好事,690192,45
寞,690237,3
AugustDieh,690240,4
Happytreefriends,690244,3
cliff,690247,3
两老怪,690250,6
出到,690256,4
科洛塞维尼,690260,3
陈逸宁,690263,9
四十八,690272,4
JohnnyGalecki,690276,10
音乐系,690286,90
節奏慢,690376,3
PeteDocterMo,690379,4
余文樂,690383,31
奧寺,690414,6
crash,690420,14
属灵,690434,7
狂喊,690441,3
PITT,690444,16
案例,690460,6
2011at,690466,26
航班,690492,33
Insomnia,690525,11
語,690536,26
Blomkamp,690562,4
Peppard,690566,3
Ashley,690569,15
DaysofSummer,690584,4
爱萝莉,690588,4
notebook,690592,3
公共汽车,690595,3
挽回,690598,9
Beyond,690607,3
imax3D,690610,6
具片,690616,4
同性爱,690620,80
PJ,690700,14
維斯曼,690714,6
雷夸,690720,4
情史,690724,5
黄璐,690729,3
嵐隼士,690732,4
无国界,690736,58
台风,690794,3
之白,690797,3
cute,690800,138
賈璋,690938,3
TheOtherBoleynGirl,690941,3
远山,690944,4
藕,690948,3
JohnCarrollLynch,690951,9
无声电影,690960,3
可愛的,690963,10
Bogart,690973,3
元首,690976,16
灰羽,690992,3
Writer,690995,11
MarcCaro,691006,3
感受一下,691009,4
转型,691013,19
打赌,691032,3
象会,691035,3
静蕾,691038,6
ShinoharaRy,691044,3
Suspence,691047,30
行为主义,691077,5
丐帮,691082,3
缀,691085,4
crow,691089,3
ChrisNolan,691092,4
港台,691096,674
Marlowe,691770,3
sp,691773,9
寻思,691782,97
便宜,691879,6
Nieporte,691885,4
EstherWilliams,691889,3
七十二家,691892,4
電影史,691896,3
Fantasporto,691899,3
INGMAR,691902,3
∫,691905,42
渤,691947,23
QuentinTaratino,691970,6
連續劇,691976,98
宋世杰,692074,3
凸,692077,3
2002,692080,211
甩,692291,42
张涵宇,692333,7
杜琪峰,692340,70
JohnHeard,692410,3
废狗,692413,3
藤岡,692416,4
心弦,692420,138
活,692558,32
民间,692590,19
moretz,692609,4
york,692613,9
Candyman,692622,11
espanol,692633,3
杜鲁蕾,692636,3
Desprate,692639,3
出色,692642,114
评星,692756,39
NatashaLyonne,692795,3
Begins,692798,3
没个,692801,4
爱乐,692805,11
途废,692816,3
马尾,692819,3
JosephBarbera,692822,6
DakortaBlueRichards,692828,3
StellanSkarsgard,692831,12
channel,692843,6
支線,692849,43
狒狒,692892,21
泪,692913,102
Chinese,693015,261
sylvain,693276,3
huppert,693279,3
Peoples,693282,3
吉卜利,693285,22
叉子,693307,3
红州,693310,3
朵花,693313,32
卡梅伦,693345,28
maggieQ,693373,6
20070815,693379,3
富恒智,693382,3
向宇,693385,3
viking,693388,4
湯淺政明,693392,3
band,693395,3
九月,693398,15
师童,693413,4
楷模,693417,4
っ,693421,104
daddy,693525,4
口交,693529,4
全城,693533,7
无疑,693540,7
盒,693547,31
stranger,693578,3
Persia,693581,3
harvey,693584,4
朱杰,693588,4
julianne,693592,3
漫改,693595,50
张震岳,693645,9
毕业生,693654,12
关东,693666,3
Marion,693669,18
夜游神,693687,355
OscarsBestForeign,694042,18
更痛,694060,3
老吕,694063,3
jimcarry,694066,3
天为,694069,3
Boat,694072,4
几人能,694076,4
原功,694080,6
神工鬼斧,694086,78
素歌,694164,26
欠扁,694190,4
侯登,694194,9
Woods,694203,8
麒麟,694211,110
Adward,694321,3
daisy,694324,3
Moor,694327,3
being,694330,45
漏点,694375,4
MERYLSTREEP,694379,4
富人,694383,9
第三只,694392,3
肥龙,694395,4
AllisonJanney,694399,8
集粹,694407,3
难扮,694410,4
1971,694414,3
自溺,694417,6
Toei,694423,12
柯莱,694435,3
呆,694438,36
从晓云,694474,4
杜鹃,694478,3
大胸,694481,6
佳片,694487,569
夹棍,695056,4
达斯汀,695060,20
子丹叔,695080,4
一百二十,695084,71
时尚界,695155,3
乖巧,695158,3
法餐,695161,4
歐陽,695165,3
创业史,695168,6
滕麗名,695174,7
corpse,695181,3
睡梦,695184,31
母女,695215,14
ChusLampreave,695229,6
鄉土,695235,4
舞台化,695239,3
天暖,695242,3
叛逆,695245,150
大哥,695395,318
酷片,695713,133
不博起,695846,3
出点,695849,3
嫁,695852,9
压,695861,5
Burned,695866,67
MiraNair,695933,4
六元,695937,3
摄人,695940,6
林秀晶,695946,6
从军记,695952,4
aspy,695956,4
馮德倫,695960,6
金像,695966,51
谷峰,696017,12
實說,696029,4
ゲ,696033,6
Cotillard,696039,18
雷去,696057,4
US,696061,860
单,696921,28
高倉,696949,3
Prada,696952,3
鸡骨头,696955,3
07,696958,724
小闷片,697682,3
猫,697685,96
枪战,697781,208
Universal,697989,50
DamianLewis,698039,3
昆丁塔伦,698042,13
Thurmeier,698055,6
Bloodsucker,698061,3
姚安,698064,3
卓別林,698067,3
这本,698070,4
RobinBartlett,698074,6
Hope,698080,27
任賢齊,698107,16
课后,698123,20
分为,698143,3
倒三角,698146,4
StephenBaldwin,698150,3
曹可凡,698153,4
看大學,698157,3
张檬,698160,4
Leonardo,698164,26
Germany,698190,129
恋童,698319,69
都还没,698388,3
女優,698391,3
華納,698394,3
stForParadis,698397,3
万劫不复,698400,10
奥迪车,698410,4
mysterious,698414,71
暗战,698485,12
超宇,698497,4
filmstudy,698501,3
光辉,698504,107
Prestige,698611,3
妞儿,698614,12
枝裕,698626,3
Wootton,698629,3
landscape,698632,3
2984,698635,3
MathieuKassovitz,698638,5
霸,698643,5
瑶,698648,3
元素,698651,45
拉罗,698696,7
贺州市,698703,3
FranWalsh,698706,3
英国首相,698709,4
充裕,698713,12
宋春丽,698725,4
等会儿,698729,3
tous,698732,3
sx70,698735,3
黑白胶片,698738,3
琴,698741,14
BadEducation,698755,3
PatrickMarber,698758,3
蓝光,698761,63
哥哥,698824,111
助人,698935,3
tolive,698938,3
五大,698941,3
↓,698944,131
joshua,699075,3
表妹,699078,6
通缉犯,699084,3
刚哥,699087,4
淘换,699091,7
blackbloody,699098,3
美国佬,699101,4
童幻系,699105,3
电影界,699108,4
运动定律,699112,3
逃往,699115,6
葬礼,699121,22
条件,699143,6
绝笔,699149,3
曰镪,699152,4
∨,699156,103
伯仲,699259,11
北海道,699270,6
愛滋病,699276,3
高保成,699279,3
高田勋,699282,10
避雷针,699292,3
甩枪,699295,3
柯蓝,699298,6
BrianCox,699304,16
纳什,699320,5
污染,699325,26
ownership,699351,3
dublin,699354,3
集中营,699357,60
藍,699417,26
遺棄,699443,6
拜尔,699449,5
Demintri,699454,11
人好,699465,3
atch,699468,3
KatsuhiroOtomo,699471,3
心头肉,699474,14
depardieu,699488,3
ScottPorter,699491,3
乱来,699494,6
芭,699500,12
Audreyhepburn,699512,3
陈百祥,699515,15
KevinLima,699530,3
艾比,699533,12
十星,699545,38
丧子,699583,3
SBS,699586,6
科长,699592,10
郑芬芬,699602,4
觉得,699606,397
兒,700003,144
帕森斯,700147,7
有森,700154,3
国画,700157,4
mother,700161,12
高畑熏,700173,3
History,700176,214
大爱们,700390,237
adapted,700627,20
Rady,700647,3
太古,700650,11
COok,700661,3
朱美,700664,3
熬,700667,4
倍赏,700671,3
GerardButler,700674,12
Jarre,700686,3
噗通,700689,39
PeterWeir,700728,5
MarcLawrence,700733,3
宮崎葵,700736,6
第一部,700742,122
哪有,700864,11
门滴,700875,4
haggis,700879,3
想开,700882,3
我妈,700885,12
NAZI,700897,3
塞姆,700900,3
老朋友,700903,3
跨越,700906,48
翘楚,700954,3
太酷,700957,7
充满,700964,171
EvaMendes,701135,6
一口气,701141,9
沙滩,701150,14
戀愛中,701164,3
YeardleySmith,701167,3
StephenMerchant,701170,3
心劫,701173,4
郝鸿建,701177,3
Orlando,701180,24
撒欢,701204,4
庶,701208,3
未寫,701211,309
会飞,701520,3
迷死,701523,14
Peckous,701537,4
拉分,701541,4
ｖ,701545,3
大英,701548,3
鬼城,701551,3
Internet,701554,3
零食,701557,4
middleclass,701561,6
肉片,701567,13
小镇,701580,46
艾力,701626,8
倍速,701634,29
尼伯尔,701663,3
线索,701666,38
渝,701704,6
反击战,701710,6
脊髓,701716,3
影节,701719,3
徐智英,701722,3
MichelangeloAntonion,701725,3
騂,701728,3
favor,701731,47
RamiMalek,701778,3
Wugui,701781,3
阿凡,701784,17
東瀛映畫,701801,11
博茨瓦纳,701812,3
Sylvia,701815,3
脱逃,701818,3
Nationalism,701821,3
xiangfan,701824,10
basement,701834,3
谬爱,701837,6
三池,701843,5
当前,701848,3
wentworth,701851,6
Welle,701857,4
RPG,701861,3
武大,701864,203
不三不四,702067,12
mence,702079,10
酒要,702089,4
SUNDAY,702093,3
桥本,702096,12
乔妹,702108,3
Madison,702111,3
合導,702114,3
HelenaBonhamCarter,702117,31
chrisitian,702148,3
Reader,702151,4
Duncan,702155,8
秧秧,702163,4
真帅,702167,17
Wenham,702184,4
DVDRIP,702188,4
好德如,702192,4
USA,702196,870
避弹,703066,3
hell,703069,6
上流社会,703075,28
鲍德里亚,703103,7
卡莱尔,703110,14
chara,703124,7
paul,703131,11
面瘫,703142,12
没人配,703154,4
VinnieJones,703158,5
无边,703163,3
達文西,703166,3
有神,703169,24
特伦,703193,3
DanielLewis,703196,3
浮浅,703199,30
acting,703229,3
Bryan,703232,24
宮藤官,703256,12
红心,703268,4
憋屈,703272,4
DominicCooper,703276,12
六十年代,703288,28
田園,703316,3
亨衢,703319,3
还用,703322,3
KellyMacDonald,703325,3
张国立,703328,25
弗洛依,703353,3
俠侶,703356,3
宫绮骏,703359,3
應,703362,3
怀疑,703365,37
Shooter,703402,3
Saldana,703405,3
快餐,703408,49
戀愛,703457,7
抛开,703464,3
Hewitt,703467,9
化妆师,703476,4
高远,703480,4
＿,703484,57
Tricky,703541,3
皮影戏,703544,6
礼义,703550,4
插白,703554,6
录像,703560,13
joon,703573,3
grow,703576,3
norahjones,703579,3
ღ,703582,77
qvod,703659,7
本土化,703666,12
JamesWong,703678,6
音乐家,703684,13
Noyce,703697,6
插,703703,12
1989,703715,143
wall,703858,9
大大的,703867,3
安吉斯,703870,3
看着,703873,298
过日子,704171,6
RobeccaHall,704177,3
短,704180,113
sogood,704293,3
チ,704296,25
巴茲魯赫曼,704321,6
社会,704327,806
happyness,705133,3
梁靖琪,705136,7
JeffreyJones,705143,7
審死官,705150,3
TVUSA,705153,12
很穷,705165,3
海伦,705168,22
TOM,705190,178
Delpy,705368,7
大好,705375,64
MichaelGalasso,705439,3
德塞,705442,7
NORTON,705449,3
血溅,705452,12
教课,705464,5
KateWenslet,705469,3
恶霸,705472,4
Cloverfield,705476,4
发嗲,705480,3
JolieAngelina,705483,3
奈何,705486,5
没入,705491,6
缴械,705497,4
血影,705501,10
calling,705511,3
咱嘴,705514,3
养息,705517,21
GeradDEPARDIEU,705538,9
训练,705547,6
電一,705553,4
告白,705557,78
Hellboy2,705635,3
大火,705638,4
Zombie,705642,27
童年期,705669,4
金斯,705673,11
近代史,705684,10
报,705694,7
正经事,705701,14
麦庄,705715,16
Ivan,705731,6
乞丐,705737,3
PeterSarsgaard,705740,11
寓,705751,3
加勒比海,705754,13
咖啡馆,705767,4
太颤,705771,3
演戲,705774,30
忘年恋,705804,12
AnnaMaxwellMartin,705816,3
吴廷烨,705819,11
但同,705830,3
社会形态,705833,3
HKmovie,705836,5
philosophy,705841,11
Zwartboek,705852,3
碟箱,705855,36
依藤步,705891,5
曹永廉,705896,7
视角,705903,91
喀麦隆,705994,3
烟,705997,22
sLove,706019,100
新军,706119,3
惊悚片,706122,149
Katharine,706271,3
網絡,706274,8
弗朗,706282,5
娘娘,706287,4
晚饭,706291,3
剧目,706294,11
girl,706305,90
樹木希林,706395,3
MO,706398,4
位,706402,6
Sakveerakul,706408,4
黄楼,706412,3
如影,706415,3
赫威,706418,3
断臂,706421,24
马德钟,706445,7
Sanders,706452,9
UmaThurman,706461,8
刘沙,706469,4
简皮恩,706473,3
KevinSussman,706476,6
叔公,706482,4
newyork,706486,46
JeanPierreLorit,706532,3
黑岩,706535,347
DreamWorks,706882,52
TVT,706934,40
bar,706974,3
奇情片,706977,4
PHILLP,706981,4
煽过,706985,4
梅耶斯,706989,12
Jacky,707001,6
相结合,707007,6
EvanMcgregor,707013,8
福尔斯,707021,3
Dicaprio,707024,21
龐馬,707045,3
解压,707048,3
1918,707051,3
Sing,707054,6
高处,707060,3
三岔口,707063,3
Perfum,707066,3
戒嚴,707069,3
杰昆,707072,5
变更,707077,13
Kungfu,707090,31
安歇,707121,3
indulgence,707124,3
赞个,707127,33
Palph,707160,3
linklater,707163,6
张国容,707169,3
胜,707172,12
Olek,707184,3
Augus,707187,4
Napa,707191,3
朝日,707194,3
妖魔鬼怪,707197,12
丘奇,707209,9
小森高博,707218,3
例外,707221,3
Thomas,707224,59
Platige,707283,3
生活气息,707286,4
成为,707290,60
Broyles,707350,3
文堂,707353,6
五遍,707359,6
TVTW,707365,4
自慰,707369,3
Teacher,707372,3
好滴,707375,3
姜爷,707378,4
道尔,707382,6
十部,707388,15
Erotica,707403,27
JanPinkava,707430,9
修二,707439,3
风光片,707442,24
阿拉伯语,707466,8
buttonhole,707474,3
辛晓琪,707477,3
为数,707480,3
陈慧琳,707483,17
组合,707500,18
至情,707518,3
存活,707521,8
一句,707529,27
乏味,707556,31
传世,707587,32
笑笑,707619,219
immigrant,707838,3
sound,707841,14
翩翩,707855,3
希臘,707858,9
龙方,707867,3
陈克宇,707870,3
不太想,707873,4
博物馆,707877,58
居文沛,707935,4
卡卡,707939,162
鲜,708101,3
Tatum,708104,9
cafe,708113,7
慢热片,708120,4
前期,708124,3
对号入座,708127,44
真赞,708171,4
谋,708175,35
Minkoff,708210,8
evil,708218,7
rise,708225,3
腿抽筋,708228,4
有种,708232,43
mokumentary,708275,4
Rade,708279,3
目,708282,3
哽咽,708285,7
诗歌,708292,10
糕,708302,3
牙痛,708305,4
Joao,708309,3
鄭秀文,708312,18
chinese,708330,189
低分,708519,4
Pierre,708523,27
ShiaLaBeou,708550,3
juliedelpy,708553,6
机械公敌,708559,3
话涝,708562,11
黑店,708573,5
密,708578,18
다,708596,6
阵地,708602,4
张娩婷,708606,4
pitt,708610,38
陈美琪,708648,4
TonyBancroft,708652,3
KarynKusama,708655,4
丽贝卡,708659,6
这集,708665,4
Pixiar,708669,4
浑浑噩噩,708673,11
MammaMia,708684,3
算死草,708687,5
男孩,708692,64
法官,708756,3
harbin,708759,6
芳心,708765,12
史密斯,708777,90
现实生活,708867,10
brotherhood,708877,3
心,708880,704
TimMcGraw,709584,4
朝美,709588,3
整个儿,709591,3
格拉斯哥,709594,4
休假,709598,8
旋涡,709606,5
lol,709611,4
中年男子,709615,6
avarta,709621,3
MillinDollarBaby,709624,3
丝袜,709627,4
乱弹,709631,7
sophie,709638,11
meteor,709649,4
dustine,709653,3
菜剧,709656,3
潛水鐘,709659,3
铁军,709662,3
ryth,709665,3
Kaye,709668,3
dodoro,709671,3
StefanZweig,709674,3
1MyFilm,709677,14
MIST,709691,3
长途车,709694,33
胜过,709727,9
匡威,709736,3
Od,709739,9
鄒兆龍,709748,5
陽光,709753,6
缩影,709759,21
推特,709780,4
爛到,709784,6
交换,709790,174
战后,709964,12
归零,709976,5
姚樹華,709981,4
NottingHill,709985,3
杜鹏,709988,4
Bellows,709992,3
ralph,709995,6
基隆,710001,5
mcfregor,710006,3
olivier,710009,3
许晴,710012,11
星球,710023,30
Darcy,710053,10
nicholson,710063,7
TimGuinee,710070,3
Jan,710073,43
Padanoid,710116,4
愛至,710120,3
Happiness,710123,6
主人公,710129,19
暹罗,710148,10
lorhan,710158,3
Stories,710161,47
Baek,710208,3
bond,710211,6
不像,710217,6
两张,710223,4
rocks,710227,6
CharlotteGainsbourg,710233,3
珍甘比茵,710236,6
大会堂,710242,3
现代派,710245,19
不平,710264,3
岸本瑠可,710267,4
老一套,710271,23
杂烩,710294,22
Docter,710316,6
孙文,710322,4
MatthewVaughn,710326,6
腕,710332,4
考约特,710336,3
away,710339,3
MMA,710342,3
刘庆邦,710345,3
生不如死,710348,15
布朗,710363,6
黑骑士,710369,3
海盗,710372,27
tykwer,710399,9
LivTalor,710408,3
gay,710411,170
罗旺,710581,6
人必,710587,133
松山,710720,11
Oswiecim,710731,4
太久,710735,31
Destination,710766,11
trois,710777,5
read,710782,7
圣诞,710789,33
之鼠,710822,3
好意思,710825,1086
MarcBarr,711911,3
时刻,711914,113
笑点,712027,219
Bell,712246,29
影戏,712275,1749
里斯特,714024,3
Crudup,714027,12
三贞九烈,714039,3
t,714042,79
伊莎贝尔,714121,6
人脸,714127,7
NordiskFilm,714134,34
马念先,714168,4
奈娜汉,714172,3
tia,714175,3
讲得,714178,4
李晨,714182,15
技艺,714197,3
乃文,714200,6
海利,714206,9
戲曲,714215,6
washingtondc,714221,9
高迪,714230,3
五,714233,20
CAO,714253,3
牛犇,714256,9
hepuburn,714265,3
黄色,714268,31
昏暗,714299,12
ChristopherMcCandless,714311,3
Volker,714314,5
iseeyou,714319,3
骰,714322,3
阿慧,714325,4
中国移动,714329,4
ParkChan,714333,6
桑德拉,714339,19
Kara,714358,3
歌蒂亚,714361,4
摆,714365,87
携,714452,8
沮丧,714460,12
别出去,714472,3
DominicSena,714475,3
死类,714478,4
愛德華,714482,10
VirginiaWoolf,714492,3
夜神,714495,6
布罗,714501,6
翠屏,714507,4
成龍,714511,40
难描募,714551,3
psyche,714554,7
westernland,714561,3
а,714564,3
坚信,714567,9
萧亚轩,714576,3
疯,714579,170
虚妄,714749,3
唏嘘,714752,21
25000,714773,313
Emmy,715086,12
号院,715098,6
韓片,715104,5
茱莉安,715109,13
兴奋,715122,29
百看不厌,715151,127
ellen,715278,9
锯,715287,15
Chantal,715302,3
Wayward,715305,9
尾,715314,39
谐星,715353,3
Yeichin,715356,4
JohnCleese,715360,10
高空,715370,3
经典作,715373,3
叶广俭,715376,3
爆乳,715379,3
又臭又长,715382,21
草拟,715403,4
细田守,715407,9
2006TV,715416,3
李阳,715419,4
前篇,715423,3
模板,715426,4
杨过,715430,4
nortonnortonnorton,715434,6
Schwartzman,715440,6
三片,715446,4
Myth,715450,9
法政,715459,6
虐片,715465,4
洪荒时代,715469,3
再现,715472,26
王靖雯,715498,3
装逼流,715501,4
流派,715505,14
LS,715519,5
overrated,715524,3
萨莎,715527,3
特姆,715530,3
拟态,715533,3
StevenLittles,715536,4
RachelBilson,715540,6
张子枫,715546,4
盲井,715550,6
sondoneberg,715556,3
korkeakoulu,715559,3
广州,715562,93
绞痛,715655,3
喜文,715658,12
吴家丽,715670,9
好瘦,715679,3
Brian,715682,33
黑伞,715715,3
巨制,715718,43
revenge,715761,36
小叶,715797,3
邮局,715800,4
董璇,715804,4
CINEMATIC,715808,6
徐太,715814,4
田壮壮,715818,7
胡鸡,715825,4
lanie,715829,3
Winds,715832,4
藤田圭,715836,3
燃烧弹,715839,3
europeanmovie,715842,40
南風,715882,18
现,715900,3
forrest,715903,3
标签,715906,649
Magical,716555,18
perfection,716573,3
Trier,716576,8
警界,716584,3
AhneyHer,716587,4
MetthewGoode,716591,3
写法,716594,3
米娜,716597,6
Gyllenhaal,716603,22
張婉婷,716625,9
偷蒙,716634,29
遮盖,716663,30
Frederic,716693,3
WhitneyHouston,716696,3
王朔,716699,31
け,716730,33
甚烂,716763,12
中央,716775,163
Elijah,716938,18
李成,716956,3
不少,716959,9
午睡,716968,4
约翰逊,716972,48
wan,717020,6
条款,717026,3
征程,717029,70
PierreLEAUD,717099,3
lodrame,717102,3
钢笔,717105,3
过节,717108,3
牢,717111,32
100918,717143,4
正树,717147,3
硬,717150,46
达夫,717196,3
BasedOnNovel,717199,29
乾隆,717228,6
大話,717234,5
静中,717239,3
小房间,717242,6
藤桑,717248,3
公众,717251,12
寒假,717263,174
罗德里格,717437,13
欠点,717450,3
DARE,717453,3
马吉梅,717456,3
谴店,717459,7
不太,717466,85
张狂,717551,3
校图,717554,3
心肝,717557,7
三分钟,717564,6
室井滋,717570,3
Hanna,717573,6
葉,717579,3
Comics,717582,139
ThefactisI,717721,3
大陆货,717724,51
ChuckPalahniuk,717775,3
鹅,717778,3
milk,717781,4
塔倫蒂諾,717785,6
圆满,717791,54
kisses,717845,3
对于,717848,15
SimonLangton,717863,3
原点,717866,8
葛桂云,717874,3
安插,717877,5
mariomaurer,717882,8
毕克,717890,3
nezCacho,717893,3
低幼,717896,3
祖国统一,717899,3
群里发,717902,3
許誠毅,717905,3
光炫,717908,3
昆汀塔伦,717911,15
电爵,717926,12
高旗,717938,3
幻冬社,717941,3
Arno,717944,3
吉瀨,717947,6
那片,717953,7
暖,717960,188
Orpheus,718148,122
托叔,718270,13
ń,718283,6
Yvonne,718289,5
所要,718294,3
奉,718297,3
Youth,718300,106
广西,718406,3
ChineseCartoon,718409,23
Files,718432,3
A2,718435,5
欲室,718440,11
撕开,718451,46
流克,718497,3
moment,718500,3
票房,718503,276
Baron,718779,6
Lima,718785,3
上田佑司,718788,6
MeganFox,718794,9
Philosopher,718803,6
舞蹈演员,718809,4
JoelSchumacher,718813,5
哥特式,718818,20
Reason,718838,3
錢運達,718841,3
胡碧,718844,3
H2008,718847,152
much,718999,6
RichardRiehle,719005,4
大衛芬查,719009,14
MinnieDriver,719023,5
打一星,719028,7
Advanture,719035,10
Minghella,719045,7
操控,719052,11
片爱上,719063,3
gor,719066,5
几处,719071,4
鿦,719075,3
全剧,719078,3
定期,719081,6
Hudgen,719087,6
脸说,719093,3
睡着,719096,129
史蒂夫,719225,49
阿丽,719274,5
丧失,719279,12
TOBE,719291,25
Ｗ,719316,26
影星,719342,7
德尼洛,719349,3
譜,719352,4
驚悚,719356,185
海风,719541,4
蛋生,719545,3
恩布洛迪,719548,11
勃朗特,719559,3
diary,719562,5
王晶卫,719567,21
闷闷,719588,5
抚玩,719593,138
QuentinTatantino,719731,3
Moreau,719734,8
Baumbach,719742,3
concert,719745,4
MD,719749,15
麦考利,719764,5
FAVOURITES,719769,75
饭团,719844,6
王砚辉,719850,4
福斯,719854,15
喬治,719869,4
WY,719873,4
套,719877,8
莱奥,719885,5
房奴,719890,9
臼井仪,719899,3
太迟,719902,3
徢,719905,3
稻垣吾郎,719908,4
大猴,719912,3
OSCAR,719915,100
Cebula,720015,3
多线程,720018,10
哈迪斯,720028,4
使劲,720032,7
风情画,720039,38
Cinderella,720077,34
意义,720111,363
ColumbusMacaulay,720474,3
铜,720477,333
斯蒂芬,720810,80
克鲁,720890,11
倏忽,720901,15
partly,720916,4
DavidHare,720920,6
家头,720926,5
人嘛,720931,4
仓央嘉,720935,4
IrrfanKhan,720939,7
times,720946,27
亦正亦邪,720973,3
Older,720976,3
楚楚,720979,4
Theory,720983,10
BillMurray,720993,12
假结婚,721005,4
闭嘴,721009,5
隐私,721014,15
尼拉,721029,3
图齐,721032,12
一去不回,721044,4
江一燕,721048,12
澳影,721060,3
大闹天宫,721063,3
非,721066,668
小美,721734,12
cateblanchett,721746,8
Bertoluccio,721754,3
伯特,721757,3
SeanBiggerstaff,721760,8
反特剧,721768,4
可欺,721772,3
萨梅瑞,721775,3
MadeleineStowe,721778,3
回家,721781,70
第诺,721851,3
save,721854,7
伊迪斯,721861,3
韩语,721864,58
Bamman,721922,3
rembytop250,721925,3
航平,721928,4
抽帧,721932,3
糟蹋,721935,38
北美票房,721973,266
地下音乐,722239,3
缺口,722242,3
DVDSCR,722245,14
brucewills,722259,3
炎风,722262,12
ChrisNoth,722274,6
memory,722280,127
徐鞍华,722407,3
非说,722410,35
吴念,722445,9
Jena,722454,9
QuentinTarant,722463,3
River,722466,6
MarkS,722472,5
花锅,722477,9
MyFavourite,722486,51
TheGoldenCompass,722537,3
令,722540,29
朱宏嘉,722569,4
Kevyn,722573,3
enfance,722576,5
平,722581,172
涕四流,722753,4
CARTON,722757,17
陌陌,722774,3
creature,722777,4
ScarletJohnson,722781,4
管理,722785,12
KateKnightley,722797,3
蜗,722800,4
OTHER,722804,3
飞机场,722807,3
修理,722810,3
内亚,722813,7
央美,722820,4
姚橹,722824,4
DavidPincher,722828,3
file,722831,12
超棒,722843,11
后宫,722854,17
理查德,722871,56
∶,722927,328
JasonButlerHarner,723255,3
answers,723258,4
忘恩负义,723262,4
AnandTucker,723266,3
Kazakhstan,723269,3
TRAP,723272,3
溫軟,723275,16
棋,723291,3
Oscars,723294,41
shyamalan,723335,3
胖墩,723338,3
Iceage,723341,3
翠微,723344,6
soider,723350,3
CHAIN,723353,3
thecure,723356,3
紅色,723359,4
太猛,723363,4
邱淑贞,723367,16
黄昏恋,723383,3
Dancing,723386,11
大厦,723397,10
暴力片,723407,6
越大越,723413,3
怕,723416,22
好好,723438,48
幼死,723486,3
FW,723489,564
在世,724053,93
46,724146,7
害人,724153,3
历,724156,8
cJuliaRoberts,724164,3
LaurenBacall,724167,3
剪刀手,724170,23
秀幸,724193,6
還不錯,724199,6
追回,724205,3
片荒,724208,4
rear,724212,3
陈晓春,724215,3
萨姆,724218,25
套装,724243,64
戈达尔,724307,6
却说,724313,3
示威,724316,4
插座,724320,4
AshBrannon,724324,3
佳作,724327,116
哥德堡,724443,3
Cathay,724446,63
DeanDevlin,724509,3
银票,724512,4
围攻,724516,4
段文博,724520,3
oscar,724523,80
Furusawa,724603,3
顾长卫,724606,13
言情片,724619,3
二逼,724622,4
封建迷信,724626,7
RUNRUN,724633,3
heart,724636,31
NeilBurger,724667,3
JUMP,724670,6
激素,724676,15
查理,724691,29
有介,724720,8
BrianDe,724728,3
接个,724731,4
Jon,724735,30
AdrianPasdar,724765,3
张翀,724768,4
Hollywood,724772,549
欧阳,725321,3
桃金娘,725324,3
陈诚,725327,4
戈迪亚,725331,12
很俗,725343,4
世贸,725347,7
鲁滨逊,725354,3
夜是,725357,4
高安,725361,9
physicist,725370,10
孤儿,725380,22
陈国邦,725402,4
谜情,725406,3
potter,725409,15
個,725424,20
姐弟恋,725444,20
falling,725464,3
deniro,725467,3
成賢娥,725470,3
初见,725473,6
布朗特,725479,3
Smith,725482,70
Det,725552,3
上演,725555,21
传阅,725576,3
大全,725579,14
路易斯,725593,22
明金成,725615,3
困扰,725618,15
十,725633,19
从头,725652,77
标题,725729,119
一落千丈,725848,4
798,725852,9
再犯,725861,3
原作,725864,78
外國動畫,725942,44
sitecome,725986,4
Carter,725990,36
ol,726026,16
AliceMak,726042,8
TonyCollette,726050,3
KarelRoden,726053,6
SHOW,726059,3
食神,726062,3
OVA,726065,84
Leehom,726149,6
Van,726155,29
Mcfly,726184,3
Underworld2,726187,3
EthanHawke,726190,13
炫学,726203,6
server,726209,9
真爱之路,726218,3
withFM,726221,25
Krause,726246,3
cube1,726249,3
垮塌,726252,3
溫碧霞,726255,3
哈迪,726258,7
Til,726265,3
Legder,726268,3
赶死队,726271,4
遗凮,726275,31
玛拉,726306,7
breathing,726313,3
DannyDyer,726316,3
昆,726319,21
王倩,726340,4
五十一,726344,4
原理,726348,3
无形,726351,4
自传式,726355,3
SCIENCE,726358,13
写信给,726371,4
Dalloway,726375,3
Boyce,726378,3
ล,726381,4
巨星,726385,3
70cm,726388,3
白光,726391,3
西田,726394,8
耍帅,726402,32
虎跃,726434,15
菲尔茨奖,726449,5
难舍,726454,3
出山,726457,4
张国,726461,5
generation,726466,3
几个,726469,61
A14,726530,6
小肚子,726536,4
寻枪,726540,3
分类,726543,156
玲,726699,6
