word,id_list,skip_table
哲学,"[1000445, 1001193, 1001885, 1002898, 1003000, 1003078, 1003479, 1004322, 1004821, 1005193, 1005521, 1005576, 1006560, 1006770, 1007305, 1007433, 1007914, 1008145, 1008189, 1008988, 1010204, 1010472, 1011754, 1012032, 1012611, 1013208, 1013225, 1013369, 1014578, 1015699, 1015767, 1016486, 1016806, 1017143, 1017563, 1017818, 1017841, 1018136, 1018482, 1019568, 1020128, 1021056, 1021273, 1021615, 1022060, 1022238, 1022632, 1023045, 1023709, 1025176, 1025336, 1025723, 1026036, 1026655, 1027191, 1027247, 1028409, 1030054, 1030200, 1030366, 1030469, 1032431, 1032501, 1033190, 1033778, 1034067, 1034279, 1034282, 1035146, 1036274, 1036541, 1037602, 1037954, 1039752, 1040771, 1041482, 1041993, 1042434, 1043815, 1044316, 1044547, 1045201, 1045466, 1045818, 1047138, 1048007, 1048610, 1049348, 1049354, 1049522, 1049584, 1049688, 1050175, 1050339, 1050743, 1051363, 1052203, 1052828, 1053759, 1054685, 1054889, 1056023, 1056295, 1056315, 1056461, 1057244, 1058661, 1059112, 1059258, 1059336, 1059419, 1059537, 1059769, 1060117, 1060774, 1061242, 1061367, 1062134, 1062193, 1062991, 1063796, 1064828, 1068920, 1069885, 1070441, 1070851, 1073349, 1077497, 1077528, 1079252, 1079509, 1080309, 1082154, 1082387, 1082518, 1082578, 1082584, 1083428, 1083762, 1084336, 1086249, 1089243, 1092335, 1159939, 1159949, 1186392, 1200840, 1201821, 1203426, 1209899, 1212893, 1212894, 1213546, 1228110, 1255625, 1257365, 1258489, 1258490, 1262986, 1270508, 1277981, 1292416, 1317301, 1318427, 1321789, 1324985, 1336968, 1396339, 1398395, 1400705, 1400707, 1400717, 1418180, 1419736, 1424741, 1427302, 1427679, 1427825, 1433377, 1440885, 1440972, 1456524, 1460313, 1465324, 1467022, 1471391, 1476651, 1485224, 1529893, 1729284, 1762869, 1770782, 1772786, 1775691, 1786387, 1794333, 1794844, 1803022, 1829226, 1829836, 1851385, 1858410, 1858576, 1859140, 1859649, 1863930, 1865089, 1865891, 1867642, 1868698, 1876333, 1882933, 1902628, 1907739, 1914636, 1915337, 1927902, 1931318, 1941301, 1941558, 1948901, 1949338, 1963912, 1970428, 1985223, 1986590, 2030664, 2032117, 2033081, 2034893, 2035162, 2035179, 2042063, 2042907, 2056749, 2057285, 2081876, 2119843, 2123957, 2133074, 2133556, 2139305, 2143304, 2160556, 2193877, 2194123, 2240482, 2243692, 2250587, 2256039, 2257188, 2271582, 2284311, 2309689, 2340100, 2348372, 2359003, 2359212, 2380307, 2381950, 2567698, 2971734, 3000997, 3009821, 3066477, 3067169, 3111928, 3123393, 3140801, 3151990, 3266968, 3311009, 3315879, 3344676, 3369793, 3547099, 3608208, 3609132, 3622904, 3642673, 3813669, 3887826, 3995799, 4010196, 4011670, 4112874, 4124727, 4171951, 4242172, 4741216, 4742918, 4749115, 4872671, 4885241, 5317075, 5363767, 5366275, 5385852]","[{'index': 17, 'value': 1008145}, {'index': 34, 'value': 1017563}, {'index': 51, 'value': 1025723}, {'index': 68, 'value': 1035146}, {'index': 85, 'value': 1048007}, {'index': 102, 'value': 1056295}, {'index': 119, 'value': 1062991}, {'index': 136, 'value': 1082584}, {'index': 153, 'value': 1228110}, {'index': 170, 'value': 1400707}, {'index': 187, 'value': 1485224}, {'index': 204, 'value': 1859649}, {'index': 221, 'value': 1949338}, {'index': 238, 'value': 2123957}, {'index': 255, 'value': 2348372}, {'index': 272, 'value': 3315879}, {'index': 289, 'value': 4741216}, {'index': 297, 'value': 5385852}]"
颠覆性,[1786670],"[{'index': None, 'value': None}]"
戚戚焉,[1020459],"[{'index': None, 'value': None}]"
派堂,"[1418707, 1907739, 3013903, 3111928]","[{'index': 2, 'value': 3013903}, {'index': 3, 'value': 3111928}]"
淡香,[1009459],"[{'index': None, 'value': None}]"
think,"[1022060, 1049189, 1049219, 1453210, 1770782, 1827702, 2363651, 3609132, 4238362]","[{'index': 3, 'value': 1453210}, {'index': 6, 'value': 2363651}, {'index': 8, 'value': 4238362}]"
瞎三话四,[1032547],"[{'index': None, 'value': None}]"
上传,[1919072],"[{'index': None, 'value': None}]"
亲娘,"[1006004, 1006073, 1012802, 1016300, 1016523, 1018153, 1029159, 1051797, 1074841, 1461903, 1468493, 1469051, 1812439, 1925218, 1962929, 2009825, 2209098, 2233893, 2331434, 3426869, 3879301]","[{'index': 4, 'value': 1016523}, {'index': 8, 'value': 1074841}, {'index': 12, 'value': 1812439}, {'index': 16, 'value': 2209098}, {'index': 20, 'value': 3879301}, {'index': 20, 'value': 3879301}]"
荒岛,"[1006113, 1007305, 1020670, 1029791, 1040211, 1080309, 1085860, 1418686, 1465324, 2275502]","[{'index': 3, 'value': 1029791}, {'index': 6, 'value': 1085860}, {'index': 9, 'value': 2275502}, {'index': 9, 'value': 2275502}]"
文汇出版社,"[1420862, 1426971]","[{'index': 1, 'value': 1426971}, {'index': 1, 'value': 1426971}]"
Mitchell,[1068920],"[{'index': None, 'value': None}]"
原,"[1424373, 2042966]","[{'index': 1, 'value': 2042966}, {'index': 1, 'value': 2042966}]"
淘宝,[1396339],"[{'index': None, 'value': None}]"
比紗,[2063819],"[{'index': None, 'value': None}]"
这书会,[1962923],"[{'index': None, 'value': None}]"
1873,[1275608],"[{'index': None, 'value': None}]"
学术史,[1859140],"[{'index': None, 'value': None}]"
鲜血淋漓,[1858513],"[{'index': None, 'value': None}]"
type,"[1083428, 1085021, 1119522]","[{'index': 1, 'value': 1085021}, {'index': 2, 'value': 1119522}, {'index': 2, 'value': 1119522}]"
夢裡,[1016300],"[{'index': None, 'value': None}]"
康奈利,[3608235],"[{'index': None, 'value': None}]"
连体婴,[1400705],"[{'index': None, 'value': None}]"
动机,"[1030054, 1040211, 1082518, 1316648, 1426971, 1775691, 1794620, 1919072, 1963786, 2035162, 2136484, 2567698, 3006581, 3066477, 3326892, 3344676, 3608170, 3646172, 3995526, 4112874, 4872671, 5317075, 5363767, 5366275]","[{'index': 4, 'value': 1426971}, {'index': 8, 'value': 1963786}, {'index': 12, 'value': 3006581}, {'index': 16, 'value': 3608170}, {'index': 20, 'value': 4872671}, {'index': 23, 'value': 5366275}]"
洛图,"[1057244, 1220219, 1851385, 1867642, 2180619, 2243213, 3880832]","[{'index': 2, 'value': 1851385}, {'index': 4, 'value': 2180619}, {'index': 6, 'value': 3880832}, {'index': 6, 'value': 3880832}]"
德伯,"[1035477, 1056461, 1079252]","[{'index': 1, 'value': 1056461}, {'index': 2, 'value': 1079252}, {'index': 2, 'value': 1079252}]"
bathroom,[1004821],"[{'index': None, 'value': None}]"
自主,"[1026686, 1223845, 1262986, 1312333, 1441869, 2133074, 4152754, 4238754]","[{'index': 2, 'value': 1262986}, {'index': 4, 'value': 1441869}, {'index': 6, 'value': 4152754}, {'index': 7, 'value': 4238754}]"
苏珊,"[1020128, 2381950]","[{'index': 1, 'value': 2381950}, {'index': 1, 'value': 2381950}]"
博大精深,[1963912],"[{'index': None, 'value': None}]"
循环,"[1003000, 1050743, 1770782, 1786670]","[{'index': 2, 'value': 1770782}, {'index': 3, 'value': 1786670}]"
形作,[1318427],"[{'index': None, 'value': None}]"
吴楚,[1014561],"[{'index': None, 'value': None}]"
ELLE,[2243692],"[{'index': None, 'value': None}]"
实质,"[1000445, 1015699, 1039840, 1424741, 1433377, 1473250, 1529893, 1941558, 2381950]","[{'index': 3, 'value': 1424741}, {'index': 6, 'value': 1529893}, {'index': 8, 'value': 2381950}]"
群星,[1083762],"[{'index': None, 'value': None}]"
很强,[1008145],"[{'index': None, 'value': None}]"
а,[2035179],"[{'index': None, 'value': None}]"
原作,"[1012242, 1226062]","[{'index': 1, 'value': 1226062}, {'index': 1, 'value': 1226062}]"
笔法,"[1005660, 1059336, 1873231]","[{'index': 1, 'value': 1059336}, {'index': 2, 'value': 1873231}, {'index': 2, 'value': 1873231}]"
简介,"[1007305, 1036541, 1052203, 1059537, 1292227]","[{'index': 2, 'value': 1052203}, {'index': 4, 'value': 1292227}, {'index': 4, 'value': 1292227}]"
以笑,"[1061118, 2082194]","[{'index': 1, 'value': 2082194}, {'index': 1, 'value': 2082194}]"
人文精神,"[1084973, 1085860]","[{'index': 1, 'value': 1085860}, {'index': 1, 'value': 1085860}]"
解嬿嬿,[1034479],"[{'index': None, 'value': None}]"
特酷,[1321018],"[{'index': None, 'value': None}]"
人机交互,[1827702],"[{'index': None, 'value': None}]"
折颜,[3426869],"[{'index': None, 'value': None}]"
热血,"[1002299, 1003000, 1014533, 1041007, 1044547, 1052380, 1055976, 1068308, 1070851, 1071241, 1088022, 1138986, 1212894, 1221515, 1226062, 1255624, 1255625, 1321017, 1337297, 1364773, 1388169, 1389960, 1421921, 1424555, 1427788, 1432596, 1440589, 1456831, 1458192, 1459623, 1474773, 1481362, 1481371, 1581547, 1791390, 1798557, 1921479, 1928171, 1964044, 2295163, 2297786, 2336093, 2360269]","[{'index': 6, 'value': 1055976}, {'index': 12, 'value': 1212894}, {'index': 18, 'value': 1337297}, {'index': 24, 'value': 1427788}, {'index': 30, 'value': 1474773}, {'index': 36, 'value': 1921479}, {'index': 42, 'value': 2360269}, {'index': 42, 'value': 2360269}]"
男字,"[1026425, 1453210, 1786670]","[{'index': 1, 'value': 1453210}, {'index': 2, 'value': 1786670}, {'index': 2, 'value': 1786670}]"
Vladimir,"[1075492, 1465324]","[{'index': 1, 'value': 1465324}, {'index': 1, 'value': 1465324}]"
初二,"[1041482, 1596305]","[{'index': 1, 'value': 1596305}, {'index': 1, 'value': 1596305}]"
高效能,[1048007],"[{'index': None, 'value': None}]"
桃花,"[1015403, 3426869]","[{'index': 1, 'value': 3426869}, {'index': 1, 'value': 3426869}]"
Stanza,"[1046265, 1069685, 1340986, 1878708, 3211779, 3259440, 3646172, 4074636]","[{'index': 2, 'value': 1340986}, {'index': 4, 'value': 3211779}, {'index': 6, 'value': 3646172}, {'index': 7, 'value': 4074636}]"
忽悠,"[1015584, 1020961, 1040211, 1056295, 1056461, 1078554, 1088581, 1143694, 1213546, 1440101, 1440885, 2133556, 2348372]","[{'index': 3, 'value': 1056295}, {'index': 6, 'value': 1088581}, {'index': 9, 'value': 1440101}, {'index': 12, 'value': 2348372}, {'index': 12, 'value': 2348372}]"
george,"[1018136, 1082387]","[{'index': 1, 'value': 1082387}, {'index': 1, 'value': 1082387}]"
自励,"[1775691, 1859649, 2340100, 3266968]","[{'index': 2, 'value': 2340100}, {'index': 3, 'value': 3266968}]"
冷嘲热讽,[1777932],"[{'index': None, 'value': None}]"
干活儿,"[3344676, 3642673, 3880832]","[{'index': 1, 'value': 3642673}, {'index': 2, 'value': 3880832}, {'index': 2, 'value': 3880832}]"
赠送,"[1336968, 1344548, 1346815, 1780565, 1794620, 2139305, 2256039]","[{'index': 2, 'value': 1346815}, {'index': 4, 'value': 1794620}, {'index': 6, 'value': 2256039}, {'index': 6, 'value': 2256039}]"
华尔街,"[1220853, 2081876]","[{'index': 1, 'value': 2081876}, {'index': 1, 'value': 2081876}]"
陀斯妥,[1022632],"[{'index': None, 'value': None}]"
sz,[1028409],"[{'index': None, 'value': None}]"
五郎,[4264003],"[{'index': None, 'value': None}]"
琐碎,"[1046265, 3369600]","[{'index': 1, 'value': 3369600}, {'index': 1, 'value': 3369600}]"
恍惚,"[1030052, 1914572]","[{'index': 1, 'value': 1914572}, {'index': 1, 'value': 1914572}]"
许愿,[1012203],"[{'index': None, 'value': None}]"
影人志,"[1914636, 2275502]","[{'index': 1, 'value': 2275502}, {'index': 1, 'value': 2275502}]"
才俊,[1059336],"[{'index': None, 'value': None}]"
味觉,"[1023045, 1030052, 1529893, 2282081]","[{'index': 2, 'value': 1529893}, {'index': 3, 'value': 2282081}]"
怡和,"[1059336, 1903968]","[{'index': 1, 'value': 1903968}, {'index': 1, 'value': 1903968}]"
射雕,"[1044547, 1789837]","[{'index': 1, 'value': 1789837}, {'index': 1, 'value': 1789837}]"
中哲,[1021273],"[{'index': None, 'value': None}]"
后续,[2133556],"[{'index': None, 'value': None}]"
晴,"[1001193, 1063190, 1066462, 1461903, 2243692, 2980812, 3326892]","[{'index': 2, 'value': 1066462}, {'index': 4, 'value': 2243692}, {'index': 6, 'value': 3326892}, {'index': 6, 'value': 3326892}]"
简伊玲,"[3315879, 3442373]","[{'index': 1, 'value': 3442373}, {'index': 1, 'value': 3442373}]"
該隱,[1439216],"[{'index': None, 'value': None}]"
得意,[1017839],"[{'index': None, 'value': None}]"
飞得,"[1006004, 1018153, 1331571, 2082194, 2278790, 2340955, 3091349, 3108829, 3246230, 3394338]","[{'index': 3, 'value': 2082194}, {'index': 6, 'value': 3091349}, {'index': 9, 'value': 3394338}, {'index': 9, 'value': 3394338}]"
小萌,[1394433],"[{'index': None, 'value': None}]"
嘮,[1400705],"[{'index': None, 'value': None}]"
精读,"[1005279, 1005521, 1013208, 1036541, 1045352, 1059258, 1062193, 1440885, 1465324, 1476651]","[{'index': 3, 'value': 1036541}, {'index': 6, 'value': 1062193}, {'index': 9, 'value': 1476651}, {'index': 9, 'value': 1476651}]"
Anderson,"[1046209, 1919072]","[{'index': 1, 'value': 1919072}, {'index': 1, 'value': 1919072}]"
这人,"[1449661, 1844629, 1859140]","[{'index': 1, 'value': 1844629}, {'index': 2, 'value': 1859140}, {'index': 2, 'value': 1859140}]"
埃及,[1329959],"[{'index': None, 'value': None}]"
cyberpunk,[1772786],"[{'index': None, 'value': None}]"
1990s,"[1012561, 1017839, 1024217, 1026425, 1027191, 1419736, 1420862, 1421921, 1921479, 1947471]","[{'index': 3, 'value': 1026425}, {'index': 6, 'value': 1420862}, {'index': 9, 'value': 1947471}, {'index': 9, 'value': 1947471}]"
曹禹,[1044772],"[{'index': None, 'value': None}]"
相對論,[1794333],"[{'index': None, 'value': None}]"
学习,"[1000482, 1001896, 1004821, 1006881, 1007914, 1007928, 1008145, 1010204, 1010464, 1012611, 1013208, 1013502, 1014561, 1021056, 1022060, 1025721, 1028409, 1028842, 1030054, 1032501, 1034279, 1034282, 1036684, 1039389, 1039460, 1043201, 1043579, 1044316, 1047138, 1047719, 1048007, 1062134, 1083474, 1084336, 1087758, 1092149, 1141406, 1220853, 1254588, 1318427, 1322025, 1388169, 1420862, 1427679, 1433050, 1433379, 1436707, 1441853, 1465324, 1470158, 1473250, 1775691, 1786387, 1786670, 1794202, 1794333, 1829836, 1853323, 1856285, 1858513, 1873231, 1878708, 1882933, 1902628, 1919072, 1931318, 1981355, 2009825, 2034893, 2053249, 2057285, 2081876, 2133074, 2149655, 2160556, 2256039, 2257188, 2294740, 2298149, 2317974, 2326403, 2340100, 2359003, 2363651, 3018339, 3123393, 3266344, 3266968, 3392046, 3547099, 3597938, 3598313, 3609132, 3622904, 3662594, 3682204, 3786755, 3801097, 3813669, 3879301, 4010196, 4113090, 4124727, 4741216, 4749115, 5317075]","[{'index': 10, 'value': 1013208}, {'index': 20, 'value': 1034279}, {'index': 30, 'value': 1048007}, {'index': 40, 'value': 1322025}, {'index': 50, 'value': 1473250}, {'index': 60, 'value': 1873231}, {'index': 70, 'value': 2057285}, {'index': 80, 'value': 2326403}, {'index': 90, 'value': 3597938}, {'index': 100, 'value': 4010196}, {'index': 105, 'value': 5317075}]"
摘抄,"[1058234, 1931318]","[{'index': 1, 'value': 1931318}, {'index': 1, 'value': 1931318}]"
地利,"[1159939, 1213546, 2154960]","[{'index': 1, 'value': 1213546}, {'index': 2, 'value': 2154960}, {'index': 2, 'value': 2154960}]"
妩媚,"[1003479, 1006560, 1014561, 1015403, 1016631, 1018153, 1021273, 1022492, 1025243, 1025753, 1046492, 1049348, 1058661, 1059336, 1060068, 1064682, 1067907, 1073708, 1077847, 1203426, 1217071, 1225977, 1261153, 1400705, 1400707, 1427825, 1465324, 1469051, 1471701, 1793713, 1883245, 1903968, 1963684, 2022979, 2042063, 2143732, 2240482, 2267883, 2996596]","[{'index': 6, 'value': 1021273}, {'index': 12, 'value': 1058661}, {'index': 18, 'value': 1077847}, {'index': 24, 'value': 1400707}, {'index': 30, 'value': 1883245}, {'index': 36, 'value': 2240482}, {'index': 38, 'value': 2996596}]"
機器,[1474688],"[{'index': None, 'value': None}]"
学人,[4742918],"[{'index': None, 'value': None}]"
人员,"[1433050, 1473250, 1786387, 1853323, 2257609]","[{'index': 2, 'value': 1786387}, {'index': 4, 'value': 2257609}, {'index': 4, 'value': 2257609}]"
皇朝,[1424694],"[{'index': None, 'value': None}]"
ui,[1827702],"[{'index': None, 'value': None}]"
同志电影,[1035146],"[{'index': None, 'value': None}]"
蒼,[1947471],"[{'index': None, 'value': None}]"
中國當,[1015584],"[{'index': None, 'value': None}]"
乙女心,"[1369776, 1418297, 1814127, 1853785, 1855531, 1873268, 1937357, 1999037, 2063819, 2130986, 2360269]","[{'index': 3, 'value': 1853785}, {'index': 6, 'value': 1937357}, {'index': 9, 'value': 2130986}, {'index': 10, 'value': 2360269}]"
看画,[1017818],"[{'index': None, 'value': None}]"
Poirot,"[1329959, 1731370, 1805514, 1807516, 1903164]","[{'index': 2, 'value': 1805514}, {'index': 4, 'value': 1903164}, {'index': 4, 'value': 1903164}]"
mayday,[1823349],"[{'index': None, 'value': None}]"
食谱,"[1057601, 2282081]","[{'index': 1, 'value': 2282081}, {'index': 1, 'value': 2282081}]"
发展史,"[1220853, 1970428, 2380307]","[{'index': 1, 'value': 1970428}, {'index': 2, 'value': 2380307}, {'index': 2, 'value': 2380307}]"
灾难,"[1022632, 1029791, 1031741, 1035362, 1044663, 1061118, 1082138, 1082154, 1085799, 1092149, 1119839, 1200840, 1382833, 1401425, 1401840, 1440589, 1529893, 1703544, 1753798, 1770782, 1775691, 1794620, 2143732, 3335362]","[{'index': 4, 'value': 1044663}, {'index': 8, 'value': 1085799}, {'index': 12, 'value': 1382833}, {'index': 16, 'value': 1529893}, {'index': 20, 'value': 1775691}, {'index': 23, 'value': 3335362}]"
內地,"[1008145, 1015403, 1016523, 1029159, 1059419, 1063190, 1283273, 1312333, 1330096, 1418180, 1440089, 1703544, 3010130, 4886245]","[{'index': 3, 'value': 1029159}, {'index': 6, 'value': 1283273}, {'index': 9, 'value': 1418180}, {'index': 12, 'value': 3010130}, {'index': 13, 'value': 4886245}]"
1998,"[1001896, 1006073, 1009938, 1010464, 1013369, 1019568, 1023048, 1028409, 1029791, 1038744, 1039487, 1047719, 1057206, 1080309, 1082154, 1082369, 1201821, 1341035, 1358416, 1873281, 2130986]","[{'index': 4, 'value': 1013369}, {'index': 8, 'value': 1029791}, {'index': 12, 'value': 1057206}, {'index': 16, 'value': 1201821}, {'index': 20, 'value': 2130986}, {'index': 20, 'value': 2130986}]"
卡森麦,"[1424741, 2061644]","[{'index': 1, 'value': 2061644}, {'index': 1, 'value': 2061644}]"
文化大革命,"[1089243, 1401425]","[{'index': 1, 'value': 1401425}, {'index': 1, 'value': 1401425}]"
香樟,"[1049189, 1948502]","[{'index': 1, 'value': 1948502}, {'index': 1, 'value': 1948502}]"
涂鸦,"[1084336, 1180102, 1346815, 1369777, 1388169, 1474773, 1781120, 1794620, 2067299, 2980812]","[{'index': 3, 'value': 1369777}, {'index': 6, 'value': 1781120}, {'index': 9, 'value': 2980812}, {'index': 9, 'value': 2980812}]"
张彬,"[1440992, 1868896]","[{'index': 1, 'value': 1868896}, {'index': 1, 'value': 1868896}]"
果核,[3392046],"[{'index': None, 'value': None}]"
First,[4011440],"[{'index': None, 'value': None}]"
反战,"[1876333, 3315879]","[{'index': 1, 'value': 3315879}, {'index': 1, 'value': 3315879}]"
伍,[3009821],"[{'index': None, 'value': None}]"
暧昧,"[1008145, 1012203, 1024217, 1024854, 1059112, 1084336, 1090043, 1139726, 1193821, 1329941, 1401840, 1440345, 1465324, 1467333, 1814127, 1851385, 1915536, 2038238, 2061644, 2063819, 3268399, 3610550]","[{'index': 4, 'value': 1059112}, {'index': 8, 'value': 1193821}, {'index': 12, 'value': 1465324}, {'index': 16, 'value': 1915536}, {'index': 20, 'value': 3268399}, {'index': 21, 'value': 3610550}]"
Ｃ,"[1016300, 1401795, 1963786]","[{'index': 1, 'value': 1401795}, {'index': 2, 'value': 1963786}, {'index': 2, 'value': 1963786}]"
创意,"[1005576, 1011882, 1011977, 1013001, 1024701, 1025176, 1046175, 1057601, 1061563, 1070711, 1161852, 1212453, 1367458, 1369776, 1388169, 1396339, 1449661, 1758767, 1772786, 1794620, 1926700, 1941558, 2036343, 2036345, 2149669, 2171321, 2271582, 2282081, 2294740, 2363651, 2383005, 3181927, 3392046, 3682204]","[{'index': 5, 'value': 1025176}, {'index': 10, 'value': 1161852}, {'index': 15, 'value': 1396339}, {'index': 20, 'value': 1926700}, {'index': 25, 'value': 2171321}, {'index': 30, 'value': 2383005}, {'index': 33, 'value': 3682204}]"
光影,"[1005660, 1016806, 1035326, 1079680, 1343089, 1424373, 1914636, 1949068, 3547099]","[{'index': 3, 'value': 1079680}, {'index': 6, 'value': 1914636}, {'index': 8, 'value': 3547099}]"
