word,id_list,skip_table
彭,"[3776157, 5289756]","[{'index': 1, 'value': 5289756}, {'index': 1, 'value': 5289756}]"
梅花,"[1090043, 3017857]","[{'index': 1, 'value': 3017857}, {'index': 1, 'value': 3017857}]"
桃花源,"[1017818, 2294993]","[{'index': 1, 'value': 2294993}, {'index': 1, 'value': 2294993}]"
许,"[1017143, 1023658, 1029791, 1031818, 1044663, 1082154]","[{'index': 2, 'value': 1029791}, {'index': 4, 'value': 1044663}, {'index': 5, 'value': 1082154}]"
往来,[5289756],"[{'index': None, 'value': None}]"
共产党,"[1016486, 1064828, 1858576]","[{'index': 1, 'value': 1064828}, {'index': 2, 'value': 1858576}, {'index': 2, 'value': 1858576}]"
长见识,"[1011882, 1040771, 1050339, 1228110, 1324985, 1441241, 1449661, 1864849, 2253642, 3191328, 3274113, 3311009, 4124727]","[{'index': 3, 'value': 1228110}, {'index': 6, 'value': 1449661}, {'index': 9, 'value': 3191328}, {'index': 12, 'value': 4124727}, {'index': 12, 'value': 4124727}]"
大学,"[1000280, 1000856, 1001885, 1002299, 1003000, 1003078, 1003284, 1003479, 1004322, 1004992, 1005492, 1005576, 1005660, 1006560, 1006737, 1006881, 1007305, 1007334, 1007433, 1007914, 1008074, 1008145, 1008988, 1009160, 1009257, 1009393, 1010362, 1011754, 1012203, 1012489, 1012611, 1013129, 1013208, 1013225, 1013502, 1014278, 1014578, 1014825, 1015699, 1015767, 1016058, 1016204, 1016300, 1016486, 1016523, 1017143, 1017563, 1018136, 1018577, 1019428, 1019485, 1019568, 1020459, 1021056, 1021273, 1021425, 1022060, 1022238, 1023045, 1023500, 1023658, 1023709, 1024217, 1024701, 1024854, 1025176, 1025336, 1025723, 1026036, 1026317, 1026425, 1026655, 1026686, 1027191, 1027247, 1028842, 1028916, 1029159, 1030052, 1030366, 1031740, 1032431, 1032501, 1032547, 1032645, 1032945, 1033778, 1034067, 1034108, 1035362, 1036243, 1037954, 1038267, 1038744, 1039487, 1039752, 1039840, 1040771, 1041007, 1041482, 1041550, 1041616, 1043201, 1045201, 1045247, 1045466, 1045818, 1046265, 1046385, 1047719, 1047851, 1048007, 1049189, 1049219, 1049348, 1049477, 1049584, 1050175, 1051163, 1051663, 1051797, 1052203, 1052828, 1053759, 1054685, 1054917, 1055486, 1056295, 1056315, 1056733, 1057197, 1057206, 1057244, 1058234, 1058661, 1058679, 1059112, 1059336, 1059406, 1059419, 1059937, 1060117, 1060779, 1061118, 1061977, 1062134, 1062193, 1062235, 1062326, 1063190, 1063245, 1064275, 1064828, 1065970, 1066462, 1069885, 1070441, 1070711, 1071241, 1072319, 1072842, 1075492, 1075538, 1075743, 1076045, 1077497, 1077847, 1078554, 1079252, 1079509, 1079680, 1080309, 1080370, 1080544, 1080687, 1082150, 1082154, 1082162, 1082334, 1082406, 1082518, 1082584, 1083375, 1083762, 1084336, 1085860, 1085883, 1088581, 1089243, 1089512, 1089517, 1090043, 1092149, 1092335, 1096790, 1119522, 1119839, 1125186, 1132956, 1141406, 1143694, 1151876, 1159939, 1161852, 1180102, 1186350, 1192090, 1193821, 1200840, 1200842, 1203251, 1205054, 1205373, 1212152, 1212453, 1212893, 1213546, 1223845, 1225977, 1228110, 1255288, 1255598, 1255624, 1255625, 1261153, 1264579, 1270508, 1277981, 1291355, 1291809, 1292227, 1312333, 1321017, 1321789, 1322158, 1322248, 1322320, 1324985, 1330009, 1330096, 1340986, 1341035, 1358413, 1361258, 1361264, 1367964, 1369777, 1388169, 1391191, 1394364, 1400705, 1400717, 1401425, 1417905, 1418180, 1418297, 1418686, 1420368, 1420862, 1424555, 1424694, 1424741, 1426971, 1427679, 1427825, 1431779, 1432422, 1432596, 1433050, 1433377, 1433659, 1436348, 1436707, 1440101, 1440972, 1442620, 1449348, 1452923, 1455933, 1456034, 1456597, 1458164, 1461903, 1464442, 1464989, 1468393, 1470158, 1470159, 1473250, 1474842, 1476651, 1482200, 1485225, 1489555, 1529893, 1547265, 1613372, 1703544, 1762869, 1763809, 1764991, 1767945, 1770782, 1775691, 1776683, 1777823, 1794202, 1794333, 1794844, 1803022, 1814127, 1829836, 1848256, 1851385, 1853323, 1856285, 1857446, 1858513, 1859140, 1859649, 1860750, 1863930, 1865089, 1867642, 1868698, 1873231, 1878708, 1897413, 1902628, 1903968, 1915337, 1917972, 1918734, 1925218, 1937357, 1949121, 1949338, 1962923, 1962929, 1963786, 1968643, 1981355, 2022979, 2034893, 2035162, 2035179, 2042063, 2052448, 2052596, 2053249, 2056749, 2062200, 2063819, 2081876, 2082194, 2115040, 2119843, 2133074, 2133254, 2133556, 2136484, 2139305, 2143304, 2159470, 2193877, 2194123, 2209098, 2230208, 2250587, 2253642, 2256039, 2256438, 2265995, 2271582, 2282081, 2284090, 2284311, 2286313, 2294740, 2295163, 2295324, 2309689, 2317974, 2331434, 2336093, 2340100, 2340955, 2345727, 2348372, 2359003, 2361768, 2363651, 2376336, 2381950, 2383005, 2567698, 2971734, 3009033, 3009821, 3010130, 3010133, 3012517, 3013903, 3033668, 3043491, 3066477, 3067169, 3071717, 3073494, 3080607, 3124525, 3151990, 3181927, 3191328, 3239824, 3246904, 3266345, 3268399, 3274113, 3274182, 3274851, 3311009, 3323987, 3344676, 3369600, 3369793, 3426869, 3506871, 3537590, 3547099, 3609132, 3621252, 3626924, 3642673, 3644791, 3682204, 3729756, 3813669, 3905366, 3995526, 3995799, 4011670, 4171951, 4173403, 4238362, 4242172, 4741216, 4872671, 4886245, 5275059, 5317075, 5363767, 5366275]","[{'index': 21, 'value': 1008145}, {'index': 42, 'value': 1016300}, {'index': 63, 'value': 1024701}, {'index': 84, 'value': 1032645}, {'index': 105, 'value': 1045466}, {'index': 126, 'value': 1055486}, {'index': 147, 'value': 1062235}, {'index': 168, 'value': 1079252}, {'index': 189, 'value': 1089512}, {'index': 210, 'value': 1203251}, {'index': 231, 'value': 1312333}, {'index': 252, 'value': 1401425}, {'index': 273, 'value': 1440101}, {'index': 294, 'value': 1529893}, {'index': 315, 'value': 1856285}, {'index': 336, 'value': 1949338}, {'index': 357, 'value': 2133074}, {'index': 378, 'value': 2294740}, {'index': 399, 'value': 3010130}, {'index': 420, 'value': 3274851}, {'index': 441, 'value': 4011670}, {'index': 452, 'value': 5366275}]"
电子书,"[1002299, 1003000, 1004956, 1007928, 1008145, 1008189, 1010362, 1012637, 1013208, 1014533, 1014561, 1014825, 1015403, 1015452, 1016058, 1016063, 1018136, 1020959, 1022060, 1026035, 1026317, 1026425, 1027191, 1030153, 1031575, 1032945, 1033778, 1035614, 1037602, 1038267, 1040771, 1041007, 1045247, 1045818, 1046172, 1046265, 1047138, 1047851, 1049219, 1050349, 1051797, 1054917, 1056315, 1056733, 1059258, 1059336, 1060779, 1066462, 1068920, 1075743, 1080687, 1082150, 1082154, 1082349, 1082387, 1082406, 1083428, 1084973, 1088022, 1089243, 1089509, 1089510, 1089511, 1089515, 1089518, 1089523, 1119528, 1132956, 1151873, 1180102, 1192090, 1212893, 1220219, 1225977, 1255598, 1255624, 1255625, 1257365, 1263399, 1264579, 1283273, 1291355, 1291760, 1292227, 1292416, 1319345, 1321789, 1322158, 1322248, 1322320, 1322328, 1322342, 1324985, 1329959, 1340986, 1341035, 1346815, 1361258, 1367458, 1391191, 1394364, 1394433, 1418707, 1422833, 1426971, 1432422, 1432596, 1433050, 1436707, 1439894, 1440885, 1442620, 1456597, 1458164, 1459623, 1460313, 1464442, 1465324, 1470159, 1471391, 1480630, 1485225, 1596305, 1613372, 1704006, 1731370, 1781120, 1794333, 1794844, 1805514, 1818347, 1827578, 1827702, 1853323, 1855343, 1863930, 1873231, 1874961, 1878708, 1882933, 1892491, 1897413, 1903164, 1903968, 1907199, 1907739, 1914078, 1914127, 1925218, 1939182, 1948901, 1949338, 1962929, 1963310, 1963786, 1968643, 1970428, 1975797, 1980436, 1981647, 2022979, 2026939, 2034893, 2042966, 2052448, 2053249, 2057285, 2062200, 2062430, 2081509, 2133254, 2139305, 2150240, 2154079, 2171321, 2180619, 2209098, 2242467, 2243213, 2253642, 2256039, 2256438, 2257609, 2271582, 2295163, 2297697, 2297706, 2297786, 2298149, 2309689, 2331434, 2340100, 2345727, 2359212, 2567698, 3000997, 3009821, 3018339, 3033668, 3053207, 3066477, 3073494, 3091349, 3140801, 3162513, 3162527, 3181927, 3211779, 3223711, 3225748, 3239824, 3246230, 3259440, 3268399, 3274113, 3311009, 3315879, 3323987, 3333989, 3344676, 3369793, 3373490, 3392046, 3597938, 3608170, 3609132, 3610550, 3616310, 3626924, 3642673, 3662594, 3683898, 3729756, 3860856, 3865832, 3879301, 3887826, 4009552, 4010969, 4074636, 4112874, 4113090, 4238754, 4264003, 4741216, 4885241, 5275059, 5317075, 5363767]","[{'index': 15, 'value': 1016063}, {'index': 30, 'value': 1040771}, {'index': 45, 'value': 1059336}, {'index': 60, 'value': 1089509}, {'index': 75, 'value': 1255624}, {'index': 90, 'value': 1322328}, {'index': 105, 'value': 1432422}, {'index': 120, 'value': 1480630}, {'index': 135, 'value': 1863930}, {'index': 150, 'value': 1948901}, {'index': 165, 'value': 2053249}, {'index': 180, 'value': 2256039}, {'index': 195, 'value': 3000997}, {'index': 210, 'value': 3239824}, {'index': 225, 'value': 3609132}, {'index': 240, 'value': 4112874}, {'index': 248, 'value': 5363767}]"
卡班,[1071241],"[{'index': None, 'value': None}]"
LL,"[1418297, 1937357, 3259440, 3879301]","[{'index': 2, 'value': 3259440}, {'index': 3, 'value': 3879301}]"
AlaindeButton,"[1045201, 1056461, 2033081]","[{'index': 1, 'value': 1056461}, {'index': 2, 'value': 2033081}, {'index': 2, 'value': 2033081}]"
速讀,"[1059769, 3786755, 3887826]","[{'index': 1, 'value': 3786755}, {'index': 2, 'value': 3887826}, {'index': 2, 'value': 3887826}]"
从军记,[2129427],"[{'index': None, 'value': None}]"
罗素,[1008189],"[{'index': None, 'value': None}]"
給學生,[1084336],"[{'index': None, 'value': None}]"
布拉德,"[1017563, 1079680, 1772786]","[{'index': 1, 'value': 1079680}, {'index': 2, 'value': 1772786}, {'index': 2, 'value': 1772786}]"
NOYE,[1394253],"[{'index': None, 'value': None}]"
藤子,"[1102403, 1204889]","[{'index': 1, 'value': 1204889}, {'index': 1, 'value': 1204889}]"
肛交,[1421921],"[{'index': None, 'value': None}]"
雷到,[2201813],"[{'index': None, 'value': None}]"
高桥阳,[1928171],"[{'index': None, 'value': None}]"
獵奇,[1441241],"[{'index': None, 'value': None}]"
香瓜,[2133556],"[{'index': None, 'value': None}]"
en,"[1019485, 1038267, 1793713, 1863930, 2250587]","[{'index': 2, 'value': 1793713}, {'index': 4, 'value': 2250587}, {'index': 4, 'value': 2250587}]"
讲座,[2294993],"[{'index': None, 'value': None}]"
一路平安,[3394338],"[{'index': None, 'value': None}]"
南,"[1000445, 1017143, 1056461, 1753798, 4011440, 4886245]","[{'index': 2, 'value': 1056461}, {'index': 4, 'value': 4011440}, {'index': 5, 'value': 4886245}]"
安生,"[1006073, 1016523, 3181927]","[{'index': 1, 'value': 1016523}, {'index': 2, 'value': 3181927}, {'index': 2, 'value': 3181927}]"
上载,"[1000517, 1000856, 1003078, 1005521, 1006197, 1007433, 1007772, 1008145, 1008988, 1010472, 1010898, 1012489, 1012637, 1013380, 1013502, 1014278, 1017841, 1018136, 1022632, 1027587, 1029111, 1029791, 1031741, 1033997, 1035477, 1036490, 1043485, 1044316, 1045926, 1046265, 1047138, 1049477, 1051440, 1053759, 1067907, 1069059, 1082154, 1083477, 1085799, 1090043, 1119522, 1119528, 1119839, 1141406, 1159939, 1186350, 1203258, 1205054, 1205370, 1205373, 1207819, 1209899, 1213546, 1255288, 1279212, 1283273, 1361264, 1382846, 1398395, 1400705, 1449348, 1449351, 1786670, 1980436, 2154960, 2160292]","[{'index': 8, 'value': 1008988}, {'index': 16, 'value': 1017841}, {'index': 24, 'value': 1035477}, {'index': 32, 'value': 1051440}, {'index': 40, 'value': 1119522}, {'index': 48, 'value': 1205370}, {'index': 56, 'value': 1361264}, {'index': 64, 'value': 2154960}, {'index': 65, 'value': 2160292}]"
自闭,"[1084336, 1092149, 1119522]","[{'index': 1, 'value': 1092149}, {'index': 2, 'value': 1119522}, {'index': 2, 'value': 1119522}]"
乱象,"[1703544, 3344676]","[{'index': 1, 'value': 3344676}, {'index': 1, 'value': 3344676}]"
狂爱,"[1046265, 1400705]","[{'index': 1, 'value': 1400705}, {'index': 1, 'value': 1400705}]"
性灵,"[1012039, 1029111, 1088581, 1460313, 1529893, 1859649, 2139305, 3266968, 3274851, 3642673, 3995526]","[{'index': 3, 'value': 1460313}, {'index': 6, 'value': 2139305}, {'index': 9, 'value': 3642673}, {'index': 10, 'value': 3995526}]"
剔透,"[1023500, 1029159, 1030052, 1058234, 1063190, 1065970, 1529893, 2256438]","[{'index': 2, 'value': 1030052}, {'index': 4, 'value': 1063190}, {'index': 6, 'value': 1529893}, {'index': 7, 'value': 2256438}]"
biography,"[1012489, 1019485, 1023045, 1040397, 1083762, 1092149, 1159949, 1427679, 1448761, 1464442, 1903968, 1914636, 1981355, 2243692, 2275502, 3369600, 4741216]","[{'index': 4, 'value': 1083762}, {'index': 8, 'value': 1448761}, {'index': 12, 'value': 1981355}, {'index': 16, 'value': 4741216}, {'index': 16, 'value': 4741216}]"
世芳,[2295324],"[{'index': None, 'value': None}]"
张智渊,[3615061],"[{'index': None, 'value': None}]"
course,[1060774],"[{'index': None, 'value': None}]"
aH,"[1013129, 1017143, 1020459, 1023500, 1023709, 1025336, 1031740, 1034067, 1036274, 1039487, 1041007, 1057244, 1058679, 1059419, 1061118, 1071241, 1080687, 1082349, 1083003, 1254588, 1312333, 1432596, 1729284, 1818347, 1827374, 1856025, 1856285, 1858576, 1862115, 1863930, 1908517, 1917078, 1919201, 1926700, 1962929, 2295163, 2326403, 3191044, 3246904, 3316422]","[{'index': 6, 'value': 1031740}, {'index': 12, 'value': 1058679}, {'index': 18, 'value': 1083003}, {'index': 24, 'value': 1827374}, {'index': 30, 'value': 1908517}, {'index': 36, 'value': 2326403}, {'index': 39, 'value': 3316422}]"
宣言,[1026036],"[{'index': None, 'value': None}]"
『,"[1017143, 1021847, 1029111, 1040771, 1046265, 1052828, 1058234, 1059112, 1059419, 1060068, 1061563, 1082398, 1082399, 1084336, 1226062, 1358873, 1364773, 1369777, 1382829, 1382834, 1382838, 1382846, 1391191, 1394253, 1401840, 1424555, 1424694, 1427788, 1439216, 1440885, 1449661, 1452610, 1458192, 1459623, 1464716, 1465324, 1474773, 1529893, 1767388, 1794620, 1905830, 1914572, 1917972, 1937357, 2052596, 2256438]","[{'index': 6, 'value': 1058234}, {'index': 12, 'value': 1082399}, {'index': 18, 'value': 1382829}, {'index': 24, 'value': 1401840}, {'index': 30, 'value': 1449661}, {'index': 36, 'value': 1474773}, {'index': 42, 'value': 1917972}, {'index': 45, 'value': 2256438}]"
浪荡,"[1019428, 1046265, 1370274]","[{'index': 1, 'value': 1046265}, {'index': 2, 'value': 1370274}, {'index': 2, 'value': 1370274}]"
命運,"[1015452, 1205054]","[{'index': 1, 'value': 1205054}, {'index': 1, 'value': 1205054}]"
说不清楚,[3908032],"[{'index': None, 'value': None}]"
落落,"[1004956, 1010362, 1016058, 1016063, 1030153, 1036274, 1038267, 1046172, 1051797, 1069071, 1227838, 1255598, 1281622, 1322066, 1322248, 1322320, 1322328, 1330009, 1361258, 1440089, 1460313, 1892491, 1897413, 1905830, 1915536, 2062200, 2278790, 2382705, 3103080]","[{'index': 5, 'value': 1036274}, {'index': 10, 'value': 1227838}, {'index': 15, 'value': 1322320}, {'index': 20, 'value': 1460313}, {'index': 25, 'value': 2062200}, {'index': 28, 'value': 3103080}]"
良多,[1775691],"[{'index': None, 'value': None}]"
刀锋,[2035162],"[{'index': None, 'value': None}]"
读品,[2139305],"[{'index': None, 'value': None}]"
漏掉,[2257609],"[{'index': None, 'value': None}]"
朔爷,"[1015584, 2030664, 2257188]","[{'index': 1, 'value': 2030664}, {'index': 2, 'value': 2257188}, {'index': 2, 'value': 2257188}]"
之上,"[1006770, 1007305, 1015398, 1015452, 1016486, 1025336, 1030366, 1037954, 1047447, 1052360, 1052828, 1057197, 1060117, 1064828, 1066165, 1079440, 1080544, 1291809, 1851385, 1863930, 1949121, 2042063, 2139305]","[{'index': 4, 'value': 1016486}, {'index': 8, 'value': 1047447}, {'index': 12, 'value': 1060117}, {'index': 16, 'value': 1080544}, {'index': 20, 'value': 1949121}, {'index': 22, 'value': 2139305}]"
北條司,"[1467535, 1481362]","[{'index': 1, 'value': 1481362}, {'index': 1, 'value': 1481362}]"
匪大,"[1420368, 1489555, 1962929]","[{'index': 1, 'value': 1489555}, {'index': 2, 'value': 1962929}, {'index': 2, 'value': 1962929}]"
社会主义,"[1013502, 1017143, 1018136, 1045466, 1077528, 1082387, 1082406, 1858576, 1962923, 1970428, 2035179]","[{'index': 3, 'value': 1045466}, {'index': 6, 'value': 1082406}, {'index': 9, 'value': 1970428}, {'index': 10, 'value': 2035179}]"
悔不当初,"[1059406, 4173403]","[{'index': 1, 'value': 4173403}, {'index': 1, 'value': 4173403}]"
撢,[1040771],"[{'index': None, 'value': None}]"
腐物,"[1439216, 1873281, 2038238]","[{'index': 1, 'value': 1873281}, {'index': 2, 'value': 2038238}, {'index': 2, 'value': 2038238}]"
专家,[1963786],"[{'index': None, 'value': None}]"
绘本系,"[1021847, 1056733, 1059937, 1066462, 1767388, 2123957]","[{'index': 2, 'value': 1059937}, {'index': 4, 'value': 1767388}, {'index': 5, 'value': 2123957}]"
Interview,[1902628],"[{'index': None, 'value': None}]"
from,[1159949],"[{'index': None, 'value': None}]"
找书读,[1465324],"[{'index': None, 'value': None}]"
perfume,[1292416],"[{'index': None, 'value': None}]"
先锋派,"[1006341, 1006737, 1023658, 1025753, 1029791, 1061118, 1082138, 1082154, 1401425, 1703544, 1857446]","[{'index': 3, 'value': 1025753}, {'index': 6, 'value': 1082138}, {'index': 9, 'value': 1703544}, {'index': 10, 'value': 1857446}]"
走得,[1917972],"[{'index': None, 'value': None}]"
深讀,"[1003284, 1041616]","[{'index': 1, 'value': 1041616}, {'index': 1, 'value': 1041616}]"
总量,[2119843],"[{'index': None, 'value': None}]"
成本,[3000997],"[{'index': None, 'value': None}]"
很差,"[1041616, 1432596, 3682204]","[{'index': 1, 'value': 1432596}, {'index': 2, 'value': 3682204}, {'index': 2, 'value': 3682204}]"
Peiking,[1391191],"[{'index': None, 'value': None}]"
康納,[1017841],"[{'index': None, 'value': None}]"
玉帛,[1474773],"[{'index': None, 'value': None}]"
行销,[1005576],"[{'index': None, 'value': None}]"
平心定气,"[1007914, 1013225, 1017143, 1020670, 1029791, 1033825, 1034108, 1035614, 1044663, 1058234, 1063190, 1141406, 1292416, 1316648, 1330009, 1336968, 1346815, 1367458, 1394433, 1400705, 1401425, 1424741, 1440468, 1456524, 1459149, 1465324, 1529893, 1703544, 1758767, 1770782, 1794620, 1851385, 1867064, 1878708, 1882933, 1902628, 1916726, 1917972, 1926103, 1926700, 1938591, 1948901, 1949068, 1949121, 1949925, 1968643, 2034893, 2036343, 2057285, 2062200, 2082194, 2149655, 2158189, 2180619, 2214344, 2242461, 2242467, 2250587, 2256438, 2277795, 2297697, 2297706, 2298149, 3010130, 3012517, 3014576, 3053207, 3091349, 3102324, 3311009, 3315879, 3394338, 3442373, 3615061, 3642673, 3662594, 3682204, 3699108, 3801097, 3865832, 4009552, 4067621, 4074636, 4238754, 4242172]","[{'index': 9, 'value': 1058234}, {'index': 18, 'value': 1394433}, {'index': 27, 'value': 1703544}, {'index': 36, 'value': 1916726}, {'index': 45, 'value': 1968643}, {'index': 54, 'value': 2214344}, {'index': 63, 'value': 3010130}, {'index': 72, 'value': 3442373}, {'index': 81, 'value': 4067621}, {'index': 84, 'value': 4242172}]"
收集,"[1006770, 1035848, 1043008, 1054685, 1065239, 2267630]","[{'index': 2, 'value': 1043008}, {'index': 4, 'value': 1065239}, {'index': 5, 'value': 2267630}]"
Death,[1394253],"[{'index': None, 'value': None}]"
生番,[1028409],"[{'index': None, 'value': None}]"
流逝,"[1029159, 1030052, 1046265, 1312333, 1400705, 1529893, 2035162, 2154079]","[{'index': 2, 'value': 1046265}, {'index': 4, 'value': 1400705}, {'index': 6, 'value': 2035162}, {'index': 7, 'value': 2154079}]"
氏症,[2214344],"[{'index': None, 'value': None}]"
风云,"[1049219, 1089521, 1255625]","[{'index': 1, 'value': 1089521}, {'index': 2, 'value': 1255625}, {'index': 2, 'value': 1255625}]"
kid,"[1007914, 1045818, 1257365, 1427679, 1986590]","[{'index': 2, 'value': 1257365}, {'index': 4, 'value': 1986590}, {'index': 4, 'value': 1986590}]"
管理者,"[1313124, 1322025]","[{'index': 1, 'value': 1322025}, {'index': 1, 'value': 1322025}]"
赫逊河,[1050175],"[{'index': None, 'value': None}]"
主观,[1059419],"[{'index': None, 'value': None}]"
禁用,[1882933],"[{'index': None, 'value': None}]"
布雷德,[1772786],"[{'index': None, 'value': None}]"
大手笔,"[1258489, 1863930]","[{'index': 1, 'value': 1863930}, {'index': 1, 'value': 1863930}]"
一嘆,[1020241],"[{'index': None, 'value': None}]"
青村,"[1006004, 1006881, 1016300, 1031818, 1074841, 1868896, 2042966]","[{'index': 2, 'value': 1016300}, {'index': 4, 'value': 1074841}, {'index': 6, 'value': 2042966}, {'index': 6, 'value': 2042966}]"
healing,[1080687],"[{'index': None, 'value': None}]"
思想家,"[1023709, 1027247, 1054685, 1082407, 1291355, 1482200, 1859140, 2381950]","[{'index': 2, 'value': 1054685}, {'index': 4, 'value': 1291355}, {'index': 6, 'value': 1859140}, {'index': 7, 'value': 2381950}]"
合理性,[2033081],"[{'index': None, 'value': None}]"
ゃ,[2008284],"[{'index': None, 'value': None}]"
Librarymemories,"[1030200, 1033190]","[{'index': 1, 'value': 1033190}, {'index': 1, 'value': 1033190}]"
‧,"[1915337, 3315879, 3442373]","[{'index': 1, 'value': 3315879}, {'index': 2, 'value': 3442373}, {'index': 2, 'value': 3442373}]"
卻,"[1003078, 1040771, 1058661, 1226062, 1424555, 1791390, 1959786]","[{'index': 2, 'value': 1058661}, {'index': 4, 'value': 1424555}, {'index': 6, 'value': 1959786}, {'index': 6, 'value': 1959786}]"
荣一郎,[1474773],"[{'index': None, 'value': None}]"
Freud,"[1059419, 1201821]","[{'index': 1, 'value': 1201821}, {'index': 1, 'value': 1201821}]"
火焰杯,"[1009257, 1793807]","[{'index': 1, 'value': 1793807}, {'index': 1, 'value': 1793807}]"
仙女,"[1003078, 1006073, 1016300, 1017143, 1018153, 1024217, 1026674, 1033790, 1036067, 1042434, 1045818, 1047138, 1064862, 1069628, 1072319, 1139726, 1180102, 1180108, 1193821, 1221515, 1227838, 1291760, 1292416, 1329941, 1351652, 1361258, 1369776, 1369777, 1388169, 1401840, 1418297, 1424694, 1424741, 1431880, 1433700, 1437131, 1439216, 1439894, 1440089, 1440589, 1452610, 1458186, 1458188, 1458192, 1461903, 1464716, 1465324, 1467333, 1467535, 1468493, 1470133, 1474688, 1474842, 1481362, 1495303, 1522230, 1753798, 1758767, 1764915, 1781300, 1794620, 1812618, 1814127, 1853785, 1855531, 1873268, 1873281, 1898609, 1905830, 1915536, 1918720, 1918734, 1921479, 1927782, 1927869, 1937357, 1947471, 1959786, 1964044, 1999037, 2038238, 2039490, 2042241, 2063819, 2130986, 2160556, 2170341, 2170629, 2209098, 2243213, 2376336, 2382705, 3103080, 3426869, 3672237, 3879301, 4885241]","[{'index': 9, 'value': 1042434}, {'index': 18, 'value': 1193821}, {'index': 27, 'value': 1369777}, {'index': 36, 'value': 1439216}, {'index': 45, 'value': 1464716}, {'index': 54, 'value': 1495303}, {'index': 63, 'value': 1853785}, {'index': 72, 'value': 1921479}, {'index': 81, 'value': 2039490}, {'index': 90, 'value': 2376336}, {'index': 96, 'value': 4885241}]"
世事,"[1032547, 1084336, 2035179, 2256039, 3009821, 3323987, 5275059]","[{'index': 2, 'value': 2035179}, {'index': 4, 'value': 3009821}, {'index': 6, 'value': 5275059}, {'index': 6, 'value': 5275059}]"
意见书,"[1426971, 1867642, 2381950]","[{'index': 1, 'value': 1867642}, {'index': 2, 'value': 2381950}, {'index': 2, 'value': 2381950}]"
卡尔维诺,"[1006770, 1015398, 1017143, 1032431, 1052360, 1052828, 1066165, 1863930, 1868698, 2136484]","[{'index': 3, 'value': 1032431}, {'index': 6, 'value': 1066165}, {'index': 9, 'value': 2136484}, {'index': 9, 'value': 2136484}]"
高中时代,"[1000482, 1014578, 1024217, 1032547, 1043815, 1050339, 1062991, 1079509, 1080370, 1082334, 1151873, 1151876, 1200840, 1418686, 1981355, 2133074, 2980812]","[{'index': 4, 'value': 1043815}, {'index': 8, 'value': 1080370}, {'index': 12, 'value': 1200840}, {'index': 16, 'value': 2980812}, {'index': 16, 'value': 2980812}]"
大好,[2143732],"[{'index': None, 'value': None}]"
Romance,"[1009459, 1014278, 1016063, 1029159, 1030153, 1032581, 1038267, 1045247, 1045352, 1051163, 1058234, 1062235, 1062326, 1065970, 1066462, 1072319, 1079440, 1082162, 1082334, 1083428, 1086249, 1090043, 1119522, 1119796, 1125186, 1159939, 1212453, 1436348, 1456034, 1465324, 1467776, 1613372, 1963684, 1985223, 2056749, 2154960, 2243213, 2267883, 2277795, 2284090, 3010130, 3010133, 3071717, 3073494]","[{'index': 6, 'value': 1038267}, {'index': 12, 'value': 1062326}, {'index': 18, 'value': 1082334}, {'index': 24, 'value': 1125186}, {'index': 30, 'value': 1467776}, {'index': 36, 'value': 2243213}, {'index': 42, 'value': 3071717}, {'index': 43, 'value': 3073494}]"
用户界面,[1827702],"[{'index': None, 'value': None}]"
普适性,[3223711],"[{'index': None, 'value': None}]"
普通人,"[1044663, 1061118, 1941558, 4113090]","[{'index': 2, 'value': 1941558}, {'index': 3, 'value': 4113090}]"
王三减,"[1418180, 1777932]","[{'index': 1, 'value': 1777932}, {'index': 1, 'value': 1777932}]"
古文明,[1020241],"[{'index': None, 'value': None}]"
BT,"[1485495, 1975809]","[{'index': 1, 'value': 1975809}, {'index': 1, 'value': 1975809}]"
culturalPsychology,[1022238],"[{'index': None, 'value': None}]"
白浅,[3426869],"[{'index': None, 'value': None}]"
drella,[3111928],"[{'index': None, 'value': None}]"
校,"[1003284, 1004821, 1006770, 1008145, 1008189, 1008988, 1011754, 1012039, 1013225, 1013380, 1014278, 1015398, 1017143, 1018136, 1020961, 1024217, 1026036, 1029111, 1033825, 1034279, 1034282, 1040771, 1044316, 1044772, 1045818, 1046265, 1049522, 1051363, 1052828, 1054917, 1056461, 1059112, 1080309, 1082154, 1082334, 1082399, 1082518, 1083290, 1083428, 1084336, 1090043, 1119522, 1141406, 1186392, 1200840, 1203426, 1321789, 1361264, 1382838, 1394364, 1770782, 1858513, 1860750, 1873231, 1949338, 2035179, 2052596, 2056749, 2294993]","[{'index': 7, 'value': 1012039}, {'index': 14, 'value': 1020961}, {'index': 21, 'value': 1040771}, {'index': 28, 'value': 1052828}, {'index': 35, 'value': 1082399}, {'index': 42, 'value': 1141406}, {'index': 49, 'value': 1394364}, {'index': 56, 'value': 2052596}, {'index': 58, 'value': 2294993}]"
